,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
916,6402-1,9/18/2016,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,Consumer,Low,Artisan 478 Labels,Office Supplies,3.14,4.91,1.77,13,63.83,1,0.64,63.19,0.5,63.69
917,6403-1,9/18/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,2,17.2,3,0.52,16.68,6.19,22.87
918,6403-2,9/18/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,Medium,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,10,1652.0,8,132.16,1519.84,19.99,1539.83
919,6407-1,9/20/2016,Ashley Jarboe,"14 Knebworth Avenue, Perth",Melbourne,Small Business,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,38,454.86,2,9.1,445.76,5.81,451.57
920,6409-1,9/20/2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Consumer,Low,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,12,65.16,1,0.65,64.51,0.95,65.46
921,6411-1,9/21/2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,Medium,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,50,194.5,8,15.56,178.94,7.01,185.95
922,6413-1,9/22/2016,Richard Bierner,"180 High Street,Windsor",Melbourne,Small Business,Medium,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,22,88.0,9,7.92,80.08,1.3,81.38
923,6414-1,9/23/2016,Christine Phan,"10 O'Connell St,Sydney",Sydney,Small Business,Medium,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,38,205.2,3,6.16,199.04,7.78,206.82
924,6415-1,9/25/2016,Valerie Dominguez,37/59 Brewer Street,Perth,Corporate,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,19,206.91,7,14.48,192.43,4.5,196.93
925,6417-1,9/26/2016,Christopher Martinez,30 Wellington Street,Perth,Small Business,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,34,760.92,7,53.26,707.66,15.1,722.76
926,6417-2,9/26/2016,Christopher Martinez,31 Wellington Street,Perth,Small Business,Medium,TechSavi Cordless Access Keyboard,Technology,14.7,29.99,15.29,36,1079.64,3,32.39,1047.25,5.5,1052.75
927,6418-1,9/26/2016,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,Corporate,Low,Smiths Colored Bar Computer Paper,Office Supplies,21.97,35.44,13.47,44,1559.36,1,15.59,1543.77,4.92,1548.69
928,6422-1,9/28/2016,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,Small Business,High,Smiths Colored Interoffice Envelopes,Office Supplies,19.83,30.98,11.15,30,929.4,3,27.88,901.52,19.51,921.03
929,6423-1,9/30/2016,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,Small Business,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,50,364.0,1,3.64,360.36,11.15,371.51
930,6425-1,10/1/2016,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Small Business,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,19.83,30.98,11.15,37,1146.26,1,11.46,1134.8,19.51,1154.31
931,6426-1,10/1/2016,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,1.3,2.88,1.58,46,132.48,5,6.62,125.86,1.01,126.87
932,6427-1,10/6/2016,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,Corporate,High,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,23,130.64,2,2.61,128.03,1.39,129.42
933,6429-1,10/8/2016,Sylvia Foulston,101 Murray Street,Perth,Corporate,High,Brown Kraft Recycled Envelopes,Office Supplies,11.04,16.98,5.94,43,730.14,9,65.71,664.43,12.39,676.82
934,6430-1,10/11/2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,Small Business,Low,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,22,83.16,10,8.32,74.84,0.71,75.55
935,6432-1,10/12/2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,Home Office,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,54.29,90.48,36.19,25,2262.0,2,45.24,2216.76,19.99,2236.75
936,6433-1,10/13/2016,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,Corporate,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,16.85,27.18,10.33,38,1032.84,1,10.33,1022.51,8.23,1030.74
937,6434-1,10/14/2016,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Small Business,Medium,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,9,179.82,6,10.79,169.03,4.0,173.03
938,6436-1,10/15/2016,Barry Franz,"65 Palmerston Street, Perth",Melbourne,Corporate,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,27,3698.46,9,332.86,3365.6,24.49,3390.09
939,6437-1,10/15/2016,Lisa DeCherney,"324A King St,Newtown",Sydney,Consumer,Low,Smiths Paper Clips,Office Supplies,1.53,2.47,0.94,45,111.15,7,7.78,103.37,1.02,104.39
940,6437-2,10/15/2016,Lisa DeCherney,"324A King St,Newtown",Sydney,Consumer,Low,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,11,59.73,0,0.0,59.73,0.95,60.68
941,6438-1,10/16/2016,Odella Nelson,"523 King St,Newtown",Sydney,Small Business,Medium,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,12,31.2,5,1.56,29.64,2.4,32.04
942,6440-1,10/18/2016,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,Home Office,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,21,2876.58,5,143.83,2732.75,24.49,2757.24
943,6442-1,10/19/2016,Chuck Clark,101 Murray Street,Perth,Corporate,Critical,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,49,636.02,9,57.24,578.78,3.14,581.92
944,6443-1,10/20/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,Home Office,Not Specified,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,34,121.72,7,8.52,113.2,5.47,118.67
945,6445-1,10/22/2016,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Small Business,Not Specified,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,44,114.84,7,8.04,106.8,0.5,107.3
946,6447-1,10/23/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,Consumer,Critical,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,17,356.83,0,0.0,356.83,4.81,361.64
947,6449-1,10/23/2016,Sean ODonnell,"541 Church St ,Richmond",Melbourne,Corporate,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,3,410.94,10,41.09,369.85,24.49,394.34
948,6451-1,10/23/2016,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,Consumer,Medium,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,32,92.16,1,0.92,91.24,1.49,92.73
949,6453-1,10/25/2016,Tanja Norvell,"541 Church St,Richmond",Melbourne,Corporate,Critical,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,25,65.25,4,2.61,62.64,0.5,63.14
950,6455-1,10/25/2016,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,Corporate,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,33,69.3,5,3.47,65.84,0.7,66.54
951,6457-1,10/27/2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Medium,UGen Ultra Cordless Optical Suite,Technology,54.52,100.97,46.45,29,2928.13,5,146.41,2781.72,7.18,2788.9
952,6457-2,10/27/2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Medium,Unpadded Memo Slips,Office Supplies,2.59,3.98,1.39,4,15.92,9,1.43,14.49,2.97,17.46
953,6460-1,10/28/2016,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,30,326.7,8,26.14,300.56,4.5,305.06
954,6461-1,10/28/2016,Logan Haushalter,"222 Barkly St,St Kilda",Melbourne,Corporate,Critical,Self-Adhesive Removable Labels,Office Supplies,1.98,3.15,1.17,24,75.6,2,1.51,74.09,0.49,74.58
955,6463-1,10/29/2016,Pierre Wener,"531 King St,Newtown",Sydney,Home Office,Critical,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,9,179.82,9,16.18,163.64,4.0,167.64
956,6465-1,10/31/2016,Rick Wilson,"81 MacLeay St,Potts Point",Sydney,Corporate,Medium,"210 Trimline Phone, White",Technology,9.91,15.99,6.08,33,527.67,1,5.28,522.39,11.28,533.67
957,6467-1,10/31/2016,Roy Phan,"506 Swan Street,Richmond",Melbourne,Corporate,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,23,137.54,1,1.38,136.16,1.49,137.65
958,6469-1,10/31/2016,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,Home Office,Not Specified,Binder Posts,Office Supplies,3.5,5.74,2.24,48,275.52,5,13.78,261.74,5.01,266.75
959,6471-1,11/2/2016,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,Corporate,Critical,Adesso Programmable 142-Key Keyboard,Technology,39.64,152.48,112.84,44,6709.12,3,201.27,6507.85,6.5,6514.35
960,6472-1,11/2/2016,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,Home Office,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,34,193.12,0,0.0,193.12,3.6,196.72
961,6473-1,11/2/2016,Valerie Mitchum,8/2 Edward Street,Perth,Home Office,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,26,1065.22,6,63.91,1001.31,8.99,1010.3
962,6475-1,11/2/2016,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,1.3,2.88,1.58,41,118.08,10,11.81,106.27,1.01,107.28
963,6477-1,11/3/2016,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,Corporate,Not Specified,Artisan 48 Labels,Office Supplies,3.84,6.3,2.46,35,220.5,3,6.62,213.89,0.5,214.39
964,6479-1,11/5/2016,Bill Shonely,"18 Robinson Avenue, Perth",Sydney,Small Business,Low,Binder Posts,Office Supplies,3.5,5.74,2.24,5,28.7,7,2.01,26.69,5.01,31.7
965,6480-1,11/8/2016,Ken Black,"Westfield Sydney,Sydney",Sydney,Consumer,Low,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,8.92,29.74,20.82,31,921.94,0,0.0,921.94,6.64,928.58
966,6482-1,11/8/2016,Carol Triggs,15 Aberdeen Street,Perth,Home Office,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,1.09,1.82,0.73,40,72.8,5,3.64,69.16,1.0,70.16
967,6483-1,11/8/2016,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,Consumer,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,27,56.7,4,2.27,54.43,0.7,55.13
968,6484-1,11/9/2016,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,Corporate,High,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,39,81.12,4,3.24,77.88,2.56,80.44
969,6485-1,11/10/2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,Consumer,Not Specified,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,21,743.61,9,66.92,676.69,1.99,678.68
970,6487-1,11/12/2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,Small Business,Not Specified,Smiths Colored Interoffice Envelopes,Office Supplies,19.83,30.98,11.15,15,464.7,0,0.0,464.7,19.51,484.21
971,6489-1,11/13/2016,Ryan Crowe,"324A King St,Newtown",Sydney,Small Business,Low,Self-Adhesive Removable Labels,Office Supplies,1.98,3.15,1.17,41,129.15,6,7.75,121.4,0.49,121.89
972,6491-1,11/14/2016,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,Corporate,Medium,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,11,28.6,9,2.57,26.03,2.4,28.43
973,6493-1,11/16/2016,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,Corporate,High,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,2.29,3.58,1.29,32,114.56,9,10.31,104.25,1.63,105.88
974,6495-1,11/17/2016,Michael Paige,"506 Swan Street,Richmond",Melbourne,Small Business,High,Artisan Legal 4-Ring Binder,Office Supplies,13.64,20.98,7.34,42,881.16,10,88.12,793.04,1.49,794.53
975,6496-1,11/17/2016,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Medium,Brown Kraft Recycled Envelopes,Office Supplies,11.04,16.98,5.94,46,781.08,9,70.3,710.78,12.39,723.17
976,6497-1,11/20/2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,Home Office,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,1.05,1.95,0.9,20,39.0,6,2.34,36.66,1.63,38.29
977,6498-1,11/22/2016,Becky Pak,"22 St Georges Terrace, Perth",Sydney,Corporate,Low,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,10,56.8,9,5.11,51.69,1.39,53.08
978,6499-1,11/23/2016,Matt Connell,"470 Anzac Parade,Kingsford",Sydney,Corporate,Critical,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,29,205.32,7,14.37,190.95,2.35,193.3
979,6500-1,11/26/2016,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,Small Business,Medium,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,1,5.4,0,0.0,5.4,7.78,13.18
980,6502-1,11/26/2016,Laurel Elliston,"1 John St,Waterloo",Sydney,Home Office,Medium,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,6,17.28,6,1.04,16.24,0.99,17.23
981,6503-1,11/26/2016,Erin Ashbrook,"61 York St,Sydney",Sydney,Consumer,Low,Assorted Color Push Pins,Office Supplies,0.87,1.81,0.94,18,32.58,6,1.95,30.63,0.75,31.38
982,6504-1,11/27/2016,Pauline Chand,"501 George St,Sydney",Sydney,Corporate,Not Specified,300 Series Non-Flip,Technology,62.4,155.99,93.59,24,3743.76,4,149.75,3594.01,8.08,3602.09
983,6505-1,11/27/2016,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,Small Business,Low,Cando PC940 Copier,Technology,278.99,449.99,171.0,18,8099.82,9,728.98,7370.84,49.0,7419.84
984,6506-1,11/28/2016,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,Small Business,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,18,55.44,2,1.11,54.33,0.99,55.32
985,6507-1,11/28/2016,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,Corporate,Critical,Unpadded Memo Slips,Office Supplies,2.59,3.98,1.39,11,43.78,7,3.06,40.72,2.97,43.69
986,6508-1,11/29/2016,Grant Carroll,"10 O'Connell St,Sydney",Sydney,Small Business,Not Specified,Col-Erase Pencils with Erasers,Office Supplies,2.68,6.08,3.4,49,297.92,8,23.83,274.09,1.17,275.26
987,6509-1,12/1/2016,Steve Nguyen,"61 York St,Sydney",Sydney,Consumer,High,UGen Ultra Cordless Optical Suite,Technology,54.52,100.97,46.45,42,4240.74,10,424.07,3816.67,7.18,3823.85
988,6510-1,12/3/2016,Anthony Rawles,"10 Lake Street, Perth",Perth,Small Business,Medium,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,40,115.2,0,0.0,115.2,1.49,116.69
989,6511-1,12/4/2016,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,Home Office,High,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,29,579.42,6,34.77,544.65,4.0,548.65
990,6512-1,12/5/2016,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,Corporate,High,Barrel Sharpener,Office Supplies,1.46,3.57,2.11,10,35.7,1,0.36,35.34,4.17,39.51
991,6514-1,12/6/2016,Ben Peterman,"22 St Georges Terrace, Perth",Sydney,Corporate,Low,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,46,7014.08,1,70.14,6943.94,4.0,6947.94
992,6515-1,12/8/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,Small Business,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,18,131.04,9,11.79,119.25,11.15,130.4
993,6515-2,12/8/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,Small Business,Low,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,28,31.92,9,2.87,29.05,0.7,29.75
994,6517-1,12/8/2016,Amy Hunt,"15 Aberdeen Street, Perth",Melbourne,Small Business,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,10,347.6,6,20.86,326.74,8.22,334.96
995,6521-1,12/9/2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,Corporate,High,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,8,20.8,2,0.42,20.38,2.4,22.78
996,6523-1,12/10/2016,Cindy Chapman,101 Murray Street,Perth,Corporate,Critical,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,37,46.62,3,1.4,45.22,0.7,45.92
997,6525-1,12/10/2016,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,Consumer,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,44,187.44,1,1.87,185.57,1.2,186.77
998,6526-1,12/10/2016,Gary Hwang,"60 York St,Sydney",Sydney,Home Office,Not Specified,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,36,74.88,10,7.49,67.39,2.56,69.95
999,6527-1,12/10/2016,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,Corporate,Low,Smiths Gold Paper Clips,Office Supplies,1.82,2.98,1.16,45,134.1,5,6.71,127.4,1.58,128.98
1000,6528-1,12/10/2016,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,Critical,UGen Ultra Professional Cordless Optical Suite,Technology,156.5,300.97,144.47,8,2407.76,5,120.39,2287.37,7.18,2294.55
1001,6529-1,12/14/2016,Dorris Love,"359 Crown Street,Surry Hills",Sydney,Home Office,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,8.92,29.74,20.82,22,654.28,7,45.8,608.48,6.64,615.12
1002,6530-1,12/15/2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,Corporate,Low,Aluminum Document Frame,Furniture,5.5,12.22,6.72,17,207.74,1,2.08,205.66,2.85,208.51
1003,6531-1,12/17/2016,Theresa Coyne,"3/219 Canley Vale Road,Canley Heights",Sydney,Home Office,High,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,28,112.0,4,4.48,107.52,1.3,108.82
1004,6532-1,12/18/2016,Christopher Martinez,29 Wellington Street,Perth,Home Office,Critical,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,19,194.37,5,9.72,184.65,4.68,189.33
1005,6534-1,12/19/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Home Office,Critical,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,12,1829.76,7,128.08,1701.68,4.0,1705.68
1006,6535-1,12/21/2016,Benjamin Farhat,"6 Brookman Street, Perth",Sydney,Home Office,Critical,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,49,101.92,7,7.13,94.79,2.56,97.35
1007,6536-1,12/22/2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,Home Office,Critical,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,19,35.72,6,2.14,33.58,1.49,35.07
1008,6538-1,12/24/2016,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,Home Office,High,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,3,11.67,0,0.0,11.67,7.01,18.68
1009,6540-1,12/25/2016,Steve Nguyen,"61 York St,Sydney",Sydney,Small Business,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,52.07,83.98,31.91,38,3191.24,0,0.0,3191.24,5.01,3196.25
1010,6541-1,12/28/2016,Cindy Chapman,101 Murray Street,Perth,Consumer,High,Artisan Binding System Hidden Tab Executive Style Index Sets,Office Supplies,3.75,5.77,2.02,42,242.34,0,0.0,242.34,4.97,247.31
1011,6542-1,12/28/2016,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,Consumer,Medium,Pizazz Drawing Pencil Set,Office Supplies,1.17,2.78,1.61,48,133.44,3,4.0,129.44,1.2,130.64
1012,6543-1,12/28/2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,Corporate,Medium,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,14,223.72,5,11.19,212.53,4.0,216.53
1013,6544-1,12/31/2016,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,Corporate,Low,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,22,41.36,4,1.65,39.71,1.49,41.2
1014,6546-1,1/3/2017,Julia Barnett,"485 Crown St,Surry Hills",Sydney,Home Office,Not Specified,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,46,7014.08,4,280.56,6733.52,4.0,6737.52
1016,6550-1,1/4/2017,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Small Business,Medium,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,35,91.7,4,3.67,88.03,0.8,88.83
1017,6552-1,1/6/2017,Stephanie Phelps,"324A King St,Newtown",Sydney,Consumer,Medium,TechSavi Cordless Elite Duo,Technology,60.59,100.98,40.39,12,1211.76,0,0.0,1211.76,7.18,1218.94
1018,6553-1,1/10/2017,Dave Hallsten,"1 John St,Waterloo",Sydney,Home Office,Medium,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,22,63.36,2,1.27,62.09,0.99,63.08
1019,6555-1,1/11/2017,Bart Watters,"27/580 Hay Street, Perth",Sydney,Corporate,Critical,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,49,636.02,2,12.72,623.3,3.14,626.44
1020,6557-1,1/14/2017,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,Home Office,Medium,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,38,136.04,3,4.08,131.96,5.47,137.43
1021,6558-1,1/17/2017,Ann Steele,"101 Murray Street, Perth",Sydney,Corporate,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,39,283.92,8,22.71,261.21,11.15,272.36
1022,6560-1,1/18/2017,Sung Chung,"127 Liverpool St,Sydney",Sydney,Home Office,Not Specified,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,14,15.96,0,0.0,15.96,0.7,16.66
1023,6561-1,1/19/2017,Luke Weiss,"88 Oxford St,Woollahra",Sydney,Corporate,Not Specified,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,29,608.71,3,18.26,590.45,4.81,595.26
1024,6562-1,1/19/2017,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,Home Office,Medium,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,10,129.8,5,6.49,123.31,3.14,126.45
1025,6564-1,1/19/2017,Carol Darley,"Crown Complex,Southbank",Melbourne,Small Business,Low,Smiths Colored Interoffice Envelopes,Office Supplies,19.83,30.98,11.15,41,1270.18,4,50.81,1219.37,19.51,1238.88
1026,6565-1,1/20/2017,Julia Barnett,"485 Crown St,Surry Hills",Sydney,Corporate,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,24,174.72,10,17.47,157.25,11.15,168.4
1027,6567-1,1/23/2017,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,Corporate,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,2.16,3.85,1.69,18,69.3,4,2.77,66.53,0.7,67.23
1028,6569-1,1/24/2017,Ken Heidel,"438 Victoria Avenue,Chatswood",Sydney,Corporate,Not Specified,Binder Posts,Office Supplies,3.5,5.74,2.24,46,264.04,5,13.2,250.84,5.01,255.85
1029,6571-1,1/26/2017,Harold Pawlan,"180 High Street,Windsor",Melbourne,Small Business,High,UGen Ultra Professional Cordless Optical Suite,Technology,156.5,300.97,144.47,29,8728.13,3,261.84,8466.29,7.18,8473.47
1030,6572-1,1/27/2017,Kean Thornton,65 Palmerston Street,Perth,Corporate,Critical,Artisan Hole Reinforcements,Office Supplies,3.99,6.23,2.24,25,155.75,7,10.9,144.85,6.97,151.82
1031,6574-1,1/30/2017,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Home Office,Not Specified,Cando S750 Color Inkjet Printer,Technology,75.0,120.97,45.97,4,483.88,7,33.87,450.01,26.3,476.31
1032,6576-1,2/1/2017,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,Corporate,Low,Barrel Sharpener,Office Supplies,1.46,3.57,2.11,25,89.25,1,0.89,88.36,4.17,92.53
